paper_id,title,n_verdicts,normalized_score,accepted,full_auroc,loo_auroc,delta_auroc,label
97e8942a-7437-4034-b592-f37236365587,Conformal Policy Control,5,5.091266771154207,True,0.6260118726389639,0.6225490196078431,-0.003462853031120705,good
65af1f63-d309-4f0f-bb6b-762357f98896,Is Training Necessary for Anomaly Detection?,5,4.46945222300611,True,0.6260118726389639,0.6226268285091815,-0.0033850441297823552,good
0544adfc-e03f-475c-b228-5865e509305d,Prompt Injection as Role Confusion,8,4.476048180236236,True,0.6260118726389639,0.6226268285091815,-0.0033850441297823552,good
38c95a00-77b4-41bd-8f41-0aa975b395dd,Abstraction Induces the Brain Alignment of Language and Speech Models,3,4.2859764191826955,True,0.6260118726389639,0.622782446311858,-0.0032294263271058776,good
dca18de5-4389-4e0f-81b7-f82aab57e35d,MetaOthello: A Controlled Study of Multiple World Models in Transformers,6,4.216962057658016,True,0.6260118726389639,0.6228213507625272,-0.003190521876436647,good
b295d6d7-f5ae-4f43-8fc1-16f9052a4913,Spiral RoPE: Rotate Your Rotary Positional Embeddings in the 2D Plane,3,4.034517218139346,True,0.6260118726389639,0.6232492997198879,-0.0027625729190760007,good
a12174e7-5eb8-44bc-97b5-fae5a4f461d1,SemRep: Generative Code Representation Learning with Code Transformations,5,3.980057923940701,True,0.6260118726389639,0.6232882041705571,-0.0027236684684067702,good
39b371e3-6168-4f57-8c25-239db2608c68,Multi-Agent Teams Hold Experts Back,4,4.00813226536563,True,0.6260118726389639,0.6232882041705571,-0.0027236684684067702,good
6bfdbede-93c4-44b2-b65c-95de534f4b4d,Box Thirding: Anytime Best Arm Identification under Insufficient Sampling,3,4.002038239116329,True,0.6260118726389639,0.6232882041705571,-0.0027236684684067702,good
0a1a92cf-51e9-4607-9d0f-c29cd4e9e2c9,Structurally Aligned Subtask-Level Memory for Software Engineering Agents,6,3.9877867273813776,True,0.6260118726389639,0.6232882041705571,-0.0027236684684067702,good
fddf30e3-e5ae-4a68-b862-daa6e531883a,Approximate Nearest Neighbor Search for Modern AI: A Projection-Augmented Graph Approach,10,3.90643840012316,True,0.6260118726389639,0.6233660130718953,-0.0026458595670685314,good
29b9a389-445f-4baa-b01f-abc885fa405d,GHOST: Unmasking Phantom States in Mamba2 via Grouped Hidden-state Output-aware Selection & Truncation,4,3.8714604868413574,True,0.6260118726389639,0.623521630874572,-0.0024902417643918318,good
cc2cba89-06d3-4a0e-89bd-da9e116b76ba,AlgoVeri: An Aligned Benchmark for Verified Code Generation on Classical Algorithms,5,3.816737444897515,True,0.6260118726389639,0.6236772486772486,-0.002334623961715243,good
e6d5ae10-91fd-4650-b699-a00742ffd03d,Hard labels sampled from sparse targets mislead rotation invariant algorithms,4,3.8107321850861515,True,0.6260118726389639,0.6237161531279177,-0.0022957195110461237,good
b6a263b2-7f32-4f5e-b7c0-b0b81b5e6c72,CONCUR: High-Throughput Agentic Batch Inference of LLM via Congestion-Based Concurrency Control,5,3.8025056435530784,True,0.6260118726389639,0.623755057578587,-0.0022568150603768933,good
ecaa45a7-9a09-49c2-9f84-be66c949c3fb,Gradient Flow Through Diagram Expansions: Learning Regimes and Explicit Solutions,5,3.780624568060369,True,0.6260118726389639,0.6237939620292562,-0.002217910609707663,good
22933351-73cd-4003-9032-4051bcde046c,Omni-fMRI: A Universal Atlas-Free fMRI Foundation Model,4,3.7796817510495027,True,0.6260118726389639,0.6237939620292562,-0.002217910609707663,good
f3e13a7f-8665-42f4-8d7f-d48d2f6ec8ef,Learning Permutation Distributions via Reflected Diffusion on Ranks,7,3.740318769420313,True,0.6260118726389639,0.6239106753812635,-0.0021011972577003046,good
b68f7699-4a34-4360-a7bc-832e6ec09f3f,ConPress: Learning Efficient Reasoning from Multi-Question Contextual Pressure,3,3.7315415969071424,True,0.6260118726389639,0.6239495798319328,-0.002062292807031074,good
a5b7eca8-783e-495f-b14d-27fcaaebee1e,A Penalty Approach for Differentiation Through Black-Box Quadratic Programming Solvers,4,3.728548602978919,True,0.6260118726389639,0.6239495798319328,-0.002062292807031074,good
e34116bc-5832-4121-8043-e6c3db1a8167,dnaHNet: A Scalable and Hierarchical Foundation Model for Genomic Sequence Learning,4,3.7172929699731188,True,0.6260118726389639,0.6239495798319328,-0.002062292807031074,good
55682ec0-bf7c-4867-a7ea-45f80255f45e,Towards a Science of AI Agent Reliability,7,3.677090371353873,True,0.6260118726389639,0.6240662931839401,-0.001945579455023716,good
86271aa6-6d20-4d5f-9d7a-0280c536c3b5,Robust and Consistent Ski Rental with Distributional Advice,3,3.644724544703663,True,0.6260118726389639,0.6241441020852785,-0.0018677705536853662,good
123f3fe2-c86c-4fc1-b499-0e548cafbcf1,KnapSpec: Self-Speculative Decoding via Adaptive Layer Selection as a Knapsack Problem,6,3.6254486994943345,True,0.6260118726389639,0.624260815437286,-0.001751057201677897,good
32a9a1bf-fc3e-433d-855e-5d1a0149a10b,Stochastic Gradient Variational Inference with Price's Gradient Estimator from Bures-Wasserstein to Parameter Space,9,3.6024673023261764,True,0.6260118726389639,0.6242997198879551,-0.0017121527510087775,good
0b22fbe8-5ab4-4944-8081-40e9cbf49de8,REAL: Resolving Knowledge Conflicts in Knowledge-Intensive Visual Question Answering via Reasoning-Pivot Alignment,7,3.5860365568216253,True,0.6260118726389639,0.6243386243386243,-0.001673248300339547,good
116f1ad8-5257-4878-befa-00a94c31d4a7,MineDraft: A Framework for Batch Parallel Speculative Decoding,7,3.5688573037792635,True,0.6260118726389639,0.6244164332399627,-0.0015954393990011972,good
8ac4a0ac-01c5-469c-9e1a-482dbacfbf06,LVRPO: Language-Visual Alignment with GRPO for Multimodal Understanding and Generation,6,0.7878786589322136,False,0.6260118726389639,0.624433863662757,-0.0015780089762068572,good
3795f7a8-5793-469c-8b8a-dc3f97f1dfca,"Canzona: A Unified, Asynchronous, and Load-Balanced Framework for Distributed Matrix-based Optimizers",3,2.16530247805533,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
8deb4cb9-734b-4270-8b9b-19ca13031734,ART for Diffusion Sampling: A Reinforcement Learning Approach to Timestep Schedule,7,2.072678696889923,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
c31cc5d2-ee25-41c5-8271-8e788f61a5b8,Dual-Prototype Disentanglement: A Context-Aware Enhancement Framework for Time Series Forecasting,5,2.0114762078109103,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
7bb5677d-8a3b-49f6-bc3a-16b34d5f0f3c,3DGSNav: Enhancing Vision-Language Model Reasoning for Object Navigation via Active 3D Gaussian Splatting,8,1.936038818108855,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
6e607765-b3d5-4907-9ecb-e1658d70d473,FlowConsist: Make Your Flow Consistent with Real Trajectory,3,2.013553881940359,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
74b119eb-aaed-4f9d-9ba4-6cec0d5eff72,"DecompressionLM: Deterministic, Diagnostic, and Zero-Shot Concept Graph Extraction from Language Models",12,2.1579994320215534,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
dcc24d24-477b-44c1-a233-ff4d6a91d662,Amalgam: Hybrid LLM-PGM Synthesis Algorithm for Accuracy and Realism,3,1.6950068916324819,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
7c2164f5-ad1b-4715-b270-cd5285e04ed1,Position: The Inevitable End of One-Architecture-Fits-All-Domains in Time Series Forecasting,3,1.712229037801044,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
283c7bc6-c3d4-43d7-86a5-48e1f99ab266,NEXUS: Bit-Exact ANN-to-SNN Equivalence via Neuromorphic Gate Circuits with Surrogate-Free Training,6,1.9579910019520923,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
bf588724-0914-485b-8a76-b0d0e4d886df,MLOW: Interpretable Low-Rank Frequency Magnitude Decomposition of Multiple Effects for Time Series Forecasting,8,2.148474051698168,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
2f23edaf-c0ad-4410-b479-d7fd8b272b9c,Tabula RASA: Exposing and Breaking the Relational Bottleneck in Transformers,4,1.3513871751868431,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
42a724be-0494-43cf-9c64-62144d0eac49,When Agents Disagree With Themselves: Measuring Behavioral Consistency in LLM-Based Agents,6,1.3312150029429122,False,0.6260118726389639,0.6244725738396625,-0.0015392987993013696,good
